0,0
0.0028823,0.0027535
0.0072058,0.0082606
0.0086469,0.015833
0.0086469,0.024093
0.0064852,0.030977
0.0043235,0.03855
0.0028823,0.04268
0.019456,0.052317
0.039632,0.05989
0.055484,0.066085
0.068455,0.069527
0.085028,0.075034
0.1052,0.080541
0.12898,0.086048
0.14484,0.08949
0.16501,0.09362
0.18663,0.097062
0.20825,0.099816
0.23131,0.10119
0.25364,0.11083
0.27022,0.11771
0.28679,0.12322
0.30192,0.12804
0.31777,0.13424
0.33219,0.13974
0.3466,0.14456
0.36101,0.14938
0.3783,0.1542
0.39488,0.15695
0.41793,0.15764
0.43667,0.15902
0.45612,0.16039
0.47702,0.16108
0.49504,0.15902
0.51449,0.15902
0.52962,0.15626
0.53899,0.16108
0.54908,0.16177
0.55556,0.16177
0.56205,0.16246
0.55989,0.15558
0.57286,0.15144
0.58655,0.14869
0.60456,0.14594
0.62042,0.14387
0.63915,0.14112
0.65789,0.13699
0.67518,0.13286
0.69392,0.12942
0.71121,0.12666
0.72058,0.12529
0.73427,0.12804
0.75156,0.13286
0.76597,0.13768
0.78399,0.14318
0.80993,0.15351
0.84956,0.15695
0.84668,0.15076
0.83947,0.14181
0.83371,0.14181
0.82578,0.13286
0.82074,0.12391
0.81497,0.11703
0.81209,0.11014
0.81209,0.10739
0.82146,0.10945
0.83371,0.11083
0.84524,0.11221
0.85965,0.11496
0.86109,0.10876
0.85893,0.10257
0.86325,0.094309
0.86325,0.086048
0.86397,0.076411
0.86613,0.066085
0.86757,0.056448
0.86685,0.04681
0.8755,0.040615
0.88487,0.035108
0.88919,0.029601
0.88919,0.01721
0.88919,0.0061955
0.88703,-0.0027535
0.88487,-0.0075722
0.87622,-0.0075722
0.86253,-0.0082606
0.86397,0.0055071
0.86397,0.015833
0.86397,0.02134
0.86109,0.024782
0.85749,0.026159
0.85532,0.017898
0.85532,0.0096374
0.85244,-0.0041303
0.84956,-0.0075722
0.83371,-0.008949
0.82218,-0.008949
0.81065,-0.0096374
0.79984,-0.008949
0.78471,-0.008949
0.78038,-0.008949
0.78255,0.0020652
0.78327,0.017898
0.78183,0.032354
0.78038,0.048187
0.77462,0.060578
0.76669,0.071592
0.75661,0.081229
0.74363,0.090178
0.73139,0.095686
0.71553,0.098439
0.69896,0.098439
0.68455,0.094997
0.67014,0.088113
0.65789,0.080541
0.6478,0.067462
0.63915,0.052317
0.63699,0.036484
0.63627,0.02134
0.63843,0.0068839
0.64203,-0.0034419
0.6269,-0.0034419
0.61249,-0.0034419
0.5952,-0.0034419
0.57646,-0.0034419
0.55845,-0.0027535
0.53683,-0.0034419
0.51809,-0.0034419
0.4972,-0.0027535
0.47558,-0.0027535
0.45396,-0.0020652
0.43379,-0.0020652
0.41217,-0.0027535
0.39271,-0.0027535
0.37182,-0.0027535
0.3502,-0.0020652
0.3293,-0.0020652
0.31201,-0.0027535
0.2976,-0.0027535
0.2976,0.0068839
0.2976,0.024093
0.29544,0.037861
0.29039,0.050941
0.28391,0.063331
0.27094,0.074346
0.26085,0.081229
0.24932,0.086048
0.23635,0.08949
0.21833,0.08949
0.20248,0.087425
0.18735,0.079853
0.17582,0.07228
0.16861,0.061266
0.16069,0.048875
0.15853,0.03855
0.15853,0.026159
0.15925,0.015144
0.16069,0.00068839
0.16213,-0.0048187
0.14123,-0.0055071
0.12394,-0.0055071
0.10737,-0.0055071
0.088631,-0.0055071
0.072778,-0.0055071
0.058367,-0.0055071
0.038191,-0.0055071
0.023779,-0.0061955
0.039632,-0.0034419
0.057646,-0.00068839
0.03747,-0.00068839
0.023058,-0.00068839
0.0086469,-0.00068839
