0.65436,0.62736
0.65983,0.62936
0.66533,0.63121
0.67085,0.6329
0.6765,0.63446
0.68244,0.63592
0.68877,0.63727
0.69558,0.6385
0.70281,0.63957
0.71047,0.64046
0.71851,0.64113
0.72691,0.64158
0.73567,0.64179
0.74472,0.64172
0.75408,0.64136
0.76369,0.64065
0.77353,0.63953
0.78357,0.6379
0.79373,0.63569
0.80399,0.63295
0.81438,0.62984
0.82483,0.62638
0.83532,0.62251
0.84581,0.61818
0.85623,0.61335
0.86653,0.60799
0.87668,0.6021
0.88663,0.59574
0.89638,0.58893
0.90592,0.58172
0.91523,0.57415
0.92432,0.56625
0.93316,0.55806
0.94175,0.54962
0.95009,0.54095
0.95817,0.53208
0.96597,0.52303
0.97352,0.51384
0.98078,0.50455
0.98778,0.49517
0.99451,0.48572
1.001,0.47625
1.0072,0.46676
1.0131,0.4573
1.0188,0.4479
1.0243,0.43858
1.0295,0.42936
1.0345,0.42027
1.0392,0.41134
1.0438,0.40256
1.0481,0.39401
1.0523,0.38568
1.0563,0.37757
1.0601,0.36977
1.0637,0.36221
1.0672,0.35497
1.0704,0.34806
1.0736,0.34149
1.0765,0.33528
1.0793,0.32946
1.0819,0.32406
1.0843,0.31899
1.0865,0.31437
1.0886,0.31019
1.0904,0.30645
1.092,0.30319
1.0934,0.30039
1.0946,0.29809
1.0955,0.29629
1.0961,0.29505
1.0965,0.29426
1.0968,0.29376
1.097,0.29338
1.0973,0.29299
1.0977,0.29258
1.098,0.29221
1.0984,0.2919
1.0988,0.29163
1.0993,0.29141
1.0998,0.29122
1.1003,0.29107
1.1007,0.29097
1.1012,0.29092
1.1017,0.29091
1.1021,0.29095
1.1026,0.29103
1.1031,0.29115
1.1036,0.29131
1.104,0.2915
1.1044,0.29174
1.1048,0.29201
1.1052,0.29233
1.1055,0.29268
1.1058,0.29304
1.1061,0.29342
1.1063,0.29384
1.1065,0.29429
1.1067,0.29475
1.1068,0.29522
1.1069,0.29569
1.1069,0.29615
1.1069,0.29661
1.1068,0.29708
1.1067,0.2976
1.1066,0.29819
1.1063,0.29894
1.1059,0.29982
1.1055,0.30088
1.105,0.30211
1.1045,0.30348
1.1039,0.30501
1.1032,0.30669
1.1025,0.30851
1.1017,0.31046
1.1008,0.31257
1.0999,0.31481
1.099,0.31719
1.098,0.31971
1.0969,0.32234
1.0958,0.32515
1.0946,0.32812
1.0933,0.33122
1.092,0.33445
1.0907,0.33782
1.0892,0.34129
1.0878,0.3449
1.0863,0.34861
1.0847,0.35243
1.0831,0.35637
1.0814,0.36042
1.0797,0.36458
1.078,0.36883
1.0761,0.3732
1.0743,0.37764
1.0724,0.38218
1.0704,0.38681
1.0684,0.39153
1.0664,0.39634
1.0643,0.40123
1.0622,0.4062
1.06,0.41123
1.0577,0.41635
1.0555,0.42153
1.0531,0.42678
1.0508,0.4321
1.0483,0.43746
1.0459,0.44289
1.0434,0.44837
1.0408,0.4539
1.0382,0.45948
1.0355,0.4651
1.0328,0.47077
1.0301,0.47646
1.0273,0.48215
1.0245,0.48785
1.0216,0.49359
1.0187,0.49936
1.0157,0.50514
1.0127,0.51093
1.0096,0.51674
1.0065,0.52255
1.0033,0.52838
1.0001,0.5342
0.99686,0.54002
0.99353,0.54584
0.99015,0.55164
0.98672,0.55743
0.98323,0.5632
0.97969,0.56895
0.97609,0.57467
0.97243,0.58036
0.96872,0.58602
0.96494,0.59163
0.96111,0.5972
0.95721,0.60271
0.95325,0.60817
0.94922,0.61356
0.94512,0.61888
