0.0,0.0
0.0061758,0.026086
0.09862,0.052127
0.17874,0.084696
0.17264,0.18906
0.18503,0.32602
0.16039,0.33908
0.16043,0.4043
0.17277,0.44343
0.25907,0.5086
0.37618,0.56724
0.51178,0.62587
0.59806,0.65192
0.71518,0.73012
0.83229,0.78224
0.99868,0.82129
1.1774,0.84076
1.3315,0.85372
1.4917,0.86668
1.6581,0.87964
1.769,0.93176
1.7936,0.93175
1.8984,0.98387
2.0279,1.049
2.1388,1.1011
2.2744,1.1598
2.3977,1.2119
2.4778,1.2249
2.638,1.2639
2.8044,1.2769
2.9769,1.2768
3.1433,1.2702
3.2789,1.2636
3.4206,1.2505
3.5623,1.2243
3.704,1.2047
3.8519,1.172
3.9936,1.1263
4.1353,1.087
4.24,1.0609
4.3756,1.0152
4.5481,0.96291
4.6652,0.92371
4.776,0.87147
4.9301,0.89096
5.1273,0.92347
5.115,0.87782
4.9793,0.76049
5.0594,0.72783
5.1025,0.6952
5.1456,0.63647
5.1456,0.57777
5.1332,0.49951
5.1024,0.42126
5.09,0.36257
5.201,0.35598
5.1824,0.27773
5.0592,0.26475
4.9914,0.25174
4.979,0.21261
4.8373,0.19964
4.7202,0.19318
4.5538,0.18675
4.5477,0.29763
4.5355,0.40199
4.5109,0.49332
4.4739,0.5716
4.4185,0.6499
4.3508,0.70864
4.2645,0.76086
4.1906,0.78699
4.0982,0.80008
3.9873,0.80014
3.8702,0.76759
3.7839,0.71546
3.7161,0.65027
3.6606,0.58508
3.6112,0.47422
3.5927,0.36988
3.5926,0.259
3.6049,0.16768
3.611,0.09593
3.5925,0.063328
3.4446,0.063406
3.3029,0.070003
3.1612,0.070078
3.0071,0.063637
2.8654,0.057189
2.7113,0.044226
2.5696,0.031256
2.4094,0.018296
2.2492,0.01838
2.0828,0.011946
1.8856,-0.0075171
1.7932,0.031666
1.7686,0.17517
1.7563,0.27301
1.7256,0.39043
1.6887,0.51437
1.6332,0.57963
1.5717,0.63836
1.5101,0.68405
1.4361,0.72322
1.3376,0.74284
1.2143,0.74943
1.1096,0.72992
1.0171,0.69083
0.94312,0.61912
0.8753,0.55394
0.85062,0.48873
0.8136,0.40396
0.80739,0.2996
0.80734,0.21481
0.80728,0.097409
0.8134,0.012616
0.64085,-0.00033808
0.47447,-0.013295
0.28344,-0.019717
0.049293,-0.0065483
0.0 0.0
