0,0,0
0.0263158,0.0128205,0.0128205
0.0526316,0.025641,0.025641
0.0789474,0.0384615,0.0384615
0.105263,0.0512821,0.0512821
0.131579,0.0641026,0.0641026
0.157895,0.0769231,0.0769231
0.184211,0.0897436,0.0897436
0.210526,0.102564,0.102564
0.236842,0.115385,0.115385
0.263158,0.128205,0.128205
0.289474,0.141026,0.141026
0.315789,0.153846,0.153846
0.342105,0.166667,0.166667
0.368421,0.179487,0.179487
0.394737,0.192308,0.192308
0.421053,0.205128,0.205128
0.447368,0.217949,0.217949
0.473684,0.230769,0.230769
0.5,0.24359,0.24359
0.512821,0.25641,0.269906
0.525641,0.269231,0.296221
0.538462,0.282051,0.322537
0.551282,0.294872,0.348853
0.564103,0.307692,0.375169
0.576923,0.320513,0.401484
0.589744,0.333333,0.4278
0.602564,0.346154,0.454116
0.615385,0.358974,0.480432
0.628205,0.371795,0.506748
0.641026,0.384615,0.533063
0.653846,0.397436,0.559379
0.666667,0.410256,0.585695
0.679487,0.423077,0.612011
0.692308,0.435897,0.638327
0.705128,0.448718,0.664642
0.717949,0.461538,0.690958
0.730769,0.474359,0.717274
0.74359,0.487179,0.74359
0.75641,0.5,0.75641
0.769231,0.526316,0.769231
0.782051,0.552632,0.782051
0.794872,0.578947,0.794872
0.807692,0.605263,0.807692
0.820513,0.631579,0.820513
0.833333,0.657895,0.833333
0.846154,0.684211,0.846154
0.858974,0.710526,0.858974
0.871795,0.736842,0.871795
0.884615,0.763158,0.884615
0.897436,0.789474,0.897436
0.910256,0.815789,0.910256
0.923077,0.842105,0.923077
0.935897,0.868421,0.935897
0.948718,0.894737,0.948718
0.961538,0.921053,0.961538
0.974359,0.947368,0.974359
0.987179,0.973684,0.987179
1,1,1
